restaurant,food,price,taste,location,portion_size,dish_category,description,source_url,votes_count
Delibeli Restaurant and Bar,"Mutton Boti Kebab,Mutton Seekh Kebab,",220.0,8.9,Accra,,Deli Beli Mix Tandoori Platter,,chowdeck,1
Delibeli Restaurant and Bar,Ballantines 60ML,55.0,8.0,Accra,,Alcoholic,,chowdeck,1
Delibeli Restaurant and Bar,Benghali Fish Curry,135.0,7.6,Accra,,Fish Special,,chowdeck,1
Delibeli Restaurant and Bar,Achairi Paneer Tikka,150.0,7.9,Accra	N/A,Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Green Salad,65.0,6.2,Accra	N/A,Salad,,,chowdeck,1
Delibeli Restaurant and Bar,Aloo Tikka Chat,95.0,6.4,Accra,,Vegeterian Chat,,chowdeck,1
Delibeli Restaurant and Bar,Egg Fried Rice,180.0,7.6,Accra	N/A,Deli Beli Special Fried Rice,,,chowdeck,1
Delibeli Restaurant and Bar,Veg Manchow Soup,85.0,7.1,Accra	N/A,Chef Special Soup,,,chowdeck,1
Delibeli Restaurant and Bar,Paneer Tikka Masala,132.0,7.8,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Simla Mirch Aloo,125.0,5.5,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Chicken Lollipop (10) piece,240.0,8.4,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Muttton Keema Masala,165.0,8.2,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Malai Paneer Tikka & Plain Naan (2),150.0,7.9,Accra,,Deli Beli Mix Tandoori Platter,,chowdeck,1
Delibeli Restaurant and Bar,Mutton Kashmiri Rogan Josh,180.0,8.7,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Laacha Parantha,62.0,6.5,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Keema Parantha,86.0,6.0,Accra	N/A	Tandoori ( Naan),,,,chowdeck,1
Delibeli Restaurant and Bar,Tangdi Kebab & Chilly Garlic Naan (2),170.0,8.3,Accra	N/A,Deli Beli Mix Tandoori Platter,,,chowdeck,1
Delibeli Restaurant and Bar,Pundina Butter Naan,62.0,6.7,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Jameson 60ML,50.0,8.3,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Red Bull,60.0,7.4,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Pepsi,40.0,6.6,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Onion Raita,50.0,7.0,Accra	N/A,Yoghurt,,,chowdeck,1
Delibeli Restaurant and Bar,Cucumber Raita,50.0,6.9,Accra	N/A,Yoghurt,,,chowdeck,1
Delibeli Restaurant and Bar,Onion Salad,40.0,5.7,Accra	N/A,Salad,,,chowdeck,1
Delibeli Restaurant and Bar,Samosa Chat,100.0,6.8,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Mumbai Pav Bhaji,100.0,7.2,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Papadi Chat,95.0,5.9,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Baingan Bharta,125.0,7.1,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Roasted Peanuts,35.0,4.8,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Aloo Tikka,120.0,6.7,Accra	N/A,Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Kaju Paneer,130.0,8.1,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Mutton Gola Kebab,225.0,8.6,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Afghani Chicken & Cheese Chilly Garlic (2),170.0,8.2,Accra	N/A,Deli Beli Mix Tandoori Platter,,,chowdeck,1
Delibeli Restaurant and Bar,Keema Naan,85.0,6.1,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Prawns & Butter Naan(2),220.0,9.0,Accra	N/A,Deli Beli Mix Tandoori Platter,,,chowdeck,1
Delibeli Restaurant and Bar,Roomali Roti,43.0,5.3,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Masala Chaj,60.0,7.1,Accra	N/A,Cocktails,,,chowdeck,1
Delibeli Restaurant and Bar,King Fish with Vegetable Garlic Chilly Butter,195.0,9.1,Accra	N/A,Deli Beli Mix Tandoori Platter,,,chowdeck,1
Delibeli Restaurant and Bar,Fresh Lime Soda Salted,40.0,7.0,Accra	N/A,Cocktails,,,chowdeck,1
Delibeli Restaurant and Bar,Glen Grant Majors 60ML,60.0,8.0,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Garlic Butter Naan,39.0,6.0,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Sprite,34.0,6.5,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Bacardi 60ML,68.0,8.3,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Chicken Kathi Roll,135.0,7.9,Accra	N/A,Chef Choice,,,chowdeck,1
Delibeli Restaurant and Bar,Glen Grant 10yrs 60ML,60.0,8.2,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Rasmalai,85.0,8.7,Accra	N/A,Desserts,,,chowdeck,1
Delibeli Restaurant and Bar,Hot Chocolate,60.0,8.1,Accra	N/A,HI! Tea,,,chowdeck,1
Delibeli Restaurant and Bar,Jalebi,100.0,8.4,Accra	N/A,Weekend Menu,,,chowdeck,1
Delibeli Restaurant and Bar,Roasted Chicken Salad,90.0,7.0,Accra	N/A,Salad,,,chowdeck,1
Delibeli Restaurant and Bar,Bhel Puri,95.0,5.5,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Tiranga Paneer Tikka,150.0,7.7,Accra	N/A,Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Dal Takada,123.0,6.9,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Mumbai Vada Pav,95.0,6.5,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Roasted Papad (2)piece,45.0,4.2,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Malai Paneer Kofta,133.0,7.8,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Mutton Afghani,175.0,8.2,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Paneer Dosa,115.0,7.5,Accra	N/A,South Indian,,,chowdeck,1
Delibeli Restaurant and Bar,Butter Naan,34.0,5.8,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Bread Pakoda & Drink,106.0,6.7,Accra	N/A,Weekend Menu,,,chowdeck,1
Delibeli Restaurant and Bar,Cheese Dosa,118.0,7.4,Accra	N/A,South Indian,,,chowdeck,1
Delibeli Restaurant and Bar,Peshawari Naan,50.0,6.3,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Roti,34.0,6.1,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Malibu 60ML,55.0,8.0,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Baileys 60ML,50.0,8.2,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Star Small,36.0,5.9,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Alvaro,39.0,6.8,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Mix Raita,60.0,7.2,Accra	N/A,Yoghurt,,,chowdeck,1
Delibeli Restaurant and Bar,Coke,34.0,6.4,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Bhudi Raita,50.0,6.1,Accra	N/A,Yoghurt,,,chowdeck,1
Delibeli Restaurant and Bar,Garlic Paneer,150.0,8.0,Accra	N/A,Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Chicken Tikka Kathi Roll,135.0,7.7,Accra	N/A,Chef Choice,,,chowdeck,1
Delibeli Restaurant and Bar,Punjabi Samosa (3) piece,100.0,6.2,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Mumbai Mix Pakoda,95.0,5.8,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Chilli Chicken,180.0,8.5,Accra	N/A,Chinese Chilli Special,,,chowdeck,1
Delibeli Restaurant and Bar,Chicken Hakka Noodles,180.0,7.9,Accra	N/A,Chinese Chilli Special,,,chowdeck,1
Delibeli Restaurant and Bar,Veg Hakka Noodles,150.0,6.4,Accra	N/A,Chinese Chilli Special,,,chowdeck,1
Delibeli Restaurant and Bar,Dal Makhani,130.0,7.0,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,BBQ Mutton Masala,165.0,8.4,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Mixed Veg Kolhapuri,127.0,7.5,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Mutton Bhuna Masala,165.0,8.0,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Mutton Do Pyaza,165.0,8.3,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Mutton Curry,165.0,8.1,Accra	N/A,Mutton Special,,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Fish,160.0,8.5,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Kali Micchi Chicken Tikka,200.0,8.7,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Chicken Manchow Soup,95.0,7.3,Accra	N/A,Chef Special Soup,,,chowdeck,1
Delibeli Restaurant and Bar,Peanuts Soup,85.0,5.9,Accra	N/A,Chef Special Soup,,,chowdeck,1
Delibeli Restaurant and Bar,Full Tandoori Chicken,280.0,9.0,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Benghali Fish Masala,135.0,7.2,Accra	N/A,Fish Special,,,chowdeck,1
Delibeli Restaurant and Bar,Soda,25.0,6.5,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Rice Pudding,80.0,8.1,Accra	N/A,Desserts,,,chowdeck,1
Delibeli Restaurant and Bar,Hariyali Paneer Tikka,150.0,8.3,Accra	N/A,Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Tangerine Juice,70.0,7.4,Accra	N/A,Cocktails,,,chowdeck,1
Delibeli Restaurant and Bar,Budweiser King,57.0,7.0,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Black Label 60ML,60.0,8.5,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Tawa Paneer,150.0,8.1,Accra	N/A,Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Baingan Masala,125.0,7.2,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Palak Pakoda Chat,95.0,6.2,Accra	N/A,Vegeterian Chat,,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Chicken Tangdi Kebab(4)piece,200.0,8.6,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Makhani Paneer,128.0,7.9,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Rajma Masala,125.0,6.7,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Aloo Palak,125.0,6.5,Accra	N/A,Vegeterian Main Course,,,chowdeck,1
Delibeli Restaurant and Bar,Half Afghani Tandoori Chicken,150.0,8.2,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Full Afghani Tandoori Chicken,300.0,9.0,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,BBQ Chicken Thigh,200.0,8.5,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Ghee Plain Dosa,125.0,7.6,Accra	N/A,South Indian,,,chowdeck,1
Delibeli Restaurant and Bar,Boss Energy Drink,25.0,6.8,Accra	N/A,Soft Drinks,,,chowdeck,1
Delibeli Restaurant and Bar,Whole Tandoori Chicken,300.0,9.2,Accra	N/A,Non Vegeterian Starter,,,chowdeck,1
Delibeli Restaurant and Bar,Cheese Garlic Naan,46.0,6.9,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Malai Fish Curry,135.0,8.2,Accra	N/A,Fish Special,,,chowdeck,1
Delibeli Restaurant and Bar,Roomali Butter Roti,45.0,6.0,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Onion Parantha,62.0,6.2,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Palak Parantha,62.0,6.7,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Tandoori Ghee Roti,34.0,6.4,Accra	N/A,Tandoori ( Naan),,,chowdeck,1
Delibeli Restaurant and Bar,Red Wine Bottle,330.0,8.8,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Masala Jeera,53.0,6.6,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Hunters,58.0,6.9,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Plain Yoghurt,87.0,7.1,Accra	N/A,Yoghurt,,,chowdeck,1
Delibeli Restaurant and Bar,Gold Label 60ML,116.0,8.7,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Guinness,48.0,7.0,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Egg Kathi Roll,105.0,7.5,Accra	N/A,Chef Choice,,,chowdeck,1
Delibeli Restaurant and Bar,Potato Salad,80.0,6.4,Accra	N/A,Salad,,,chowdeck,1
Delibeli Restaurant and Bar,Paneer Kathi Roll,125.0,7.9,Accra	N/A,Chef Choice,,,chowdeck,1
Delibeli Restaurant and Bar,Brenghali Hangla chicken Roll,130.0,7.4,Accra	N/A,Chef Choice,,,chowdeck,1
Delibeli Restaurant and Bar,Smirnoff Ice,50.0,6.9,Accra	N/A,Alcoholic,,,chowdeck,1
Delibeli Restaurant and Bar,Benghali Rasgulla,85.0,8.7,Accra	N/A,Desserts,,,chowdeck,1
10:10 Joint,White rice,40.0,4.7,Accra,,Sides,,chowdeck,1
10:10 Joint,Ofe akwu (palm nut)stew with white rice,155.0,8.2,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,Vegetable served with pounded yam,200.0,8.5,Accra,,Locals,,chowdeck,1
10:10 Joint,Fried rice,55.0,5.9,Accra,,Sides,,chowdeck,1
10:10 Joint,Peppered stockfish,120.0,7.2,Accra,,Soups & Other Proteins,,chowdeck,1
10:10 Joint,White rice& vegetable tew,155.0,6.8,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,Dry fish,100.0,6.0,Accra,,Soups & Other Proteins,,chowdeck,1
10:10 Joint,Fried rice with fried fish,145.0,7.5,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,"Okro soup  swallow comes with eba,fufu,semo or wheat ",165.0,8.4,Accra,,Locals,,chowdeck,1
10:10 Joint,Eba,15.0,4.2,Accra,,Sides,,chowdeck,1
10:10 Joint,Cow intestine pepper soup,190.0,8.1,Accra,,Soups & Other Proteins,,chowdeck,1
10:10 Joint,Fried rice with one piece of fried beef,135.0,6.9,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,"Bitter leaf soup comes with eba,fufu,semo or wheat",165.0,7.4,Accra,,Locals,,chowdeck,1
10:10 Joint,Fufu,15.0,4.6,Accra,,Sides,,chowdeck,1
10:10 Joint,Fried rice with fried chicken ,165.0,7.7,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,Semo,17.0,3.9,Accra,,Sides,,chowdeck,1
10:10 Joint,Bitter leaf soup &pounded yam,200.0,8.3,Accra,,Locals,,chowdeck,1
10:10 Joint,Goat Meat Pepper Soup,190.0,8.9,Accra,,Soups & Other Proteins,,chowdeck,1
10:10 Joint,"Afang soup comes with.eba,fufu,semo or wheat",180.0,8.0,Accra,,Locals,,chowdeck,1
10:10 Joint,White rice n tomatoes stew,125.0,6.2,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,Wheat,15.0,5.5,Accra,,Sides,,chowdeck,1
10:10 Joint,Afang soup & pounded yam,200.0,8.7,Accra,,Locals,,chowdeck,1
10:10 Joint,Fish,45.0,6.1,Accra,,Sides,,chowdeck,1
10:10 Joint,"Jollof Rice served with, chicken,beef or fried fish",165.0,8.4,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,Nkwobi,300.0,9.4,Accra,,Soups & Other Proteins,,chowdeck,1
10:10 Joint,Isiewu,300.0,9.2,Accra,,Soups & Other Proteins,,chowdeck,1
10:10 Joint,"Okro soup  swallow comes with eba,fufu,semo or wheat ",155.0,7.2,Accra,,Locals,,chowdeck,1
10:10 Joint,Beef,35.0,5.8,Accra,,Sides,,chowdeck,1
10:10 Joint,Chicken,35.0,6.5,Accra,,Sides,,chowdeck,1
10:10 Joint,Okro soup  swallow& poundo yam,180.0,8.6,Accra,,Locals,,chowdeck,1
10:10 Joint,"Egusi Soup comes with eba,fufu,semo or wheat ",165.0,8.1,Accra,,Locals,,chowdeck,1
10:10 Joint,"Vegetable Soup comes with eba,fufu,semo or wheat ",170.0,7.9,Accra,,Locals,,chowdeck,1
10:10 Joint,"Ogbono Soup with eba,fufu,semo or wheat ",155.0,7.8,Accra,,Locals,,chowdeck,1
10:10 Joint,"Oha Soup with eba,fufu,semo or wheat ",180.0,8.3,Accra,,Locals,,chowdeck,1
10:10 Joint,Abacha,180.0,7.1,Accra,,Locals,,chowdeck,1
10:10 Joint,Chicken sauce stew,180.0,7.6,Accra,,Rice Dishes,,chowdeck,1
10:10 Joint,Pounded yam,35.0,6.0,Accra,,Sides,,chowdeck,1
10:10 Joint,"Delicious yam porridge prepared with either dry fish, salmon or beef with vegetables",160.0,7.2,Accra,,Locals,,chowdeck,1
Kiss Burger and Wraps Bar,Crunchy kisses spring rolls,63.0,5.4,Accra,,SAMOSA,,chowdeck,1
Kiss Burger and Wraps Bar,Tender moment Samosa,63.0,4.9,Accra,,SAMOSA,,chowdeck,1
Kiss Burger and Wraps Bar,CHICKEN CEASAR SALAD,110.0,7.7,Accra,,SALADS,,chowdeck,1
Kiss Burger and Wraps Bar,TUNA SALAD,110.0,6.8,Accra,,SALADS,,chowdeck,1
Kiss Burger and Wraps Bar,COLESLAW,58.0,5.2,Accra,,SALADS,,chowdeck,1
Kiss Burger and Wraps Bar,GARLIC RICE WITH SPICY FISH SAUCE,176.0,8.1,Accra,,RICE MEALS,,chowdeck,1
Kiss Burger and Wraps Bar,"SMOKY SYLVIA SHOT RIB RICE RICE, BEEF, BELL PEPPER",142.0,7.5,Accra,,RICE MEALS,,chowdeck,1
Kiss Burger and Wraps Bar,VEGETABLE RICE WITH DRIPPING CHICKEN SAUCE,150.0,7.2,Accra,,RICE MEALS,,chowdeck,1
Kiss Burger and Wraps Bar,COCONUT RICE / LICK IT UP BEEF SAUCE,150.0,8.0,Accra,,RICE MEALS,,chowdeck,1
Kiss Burger and Wraps Bar,ASSORTED FRIED RICE,136.0,6.1,Accra,,RICE MEALS,,chowdeck,1
Kiss Burger and Wraps Bar,SPICY GOAT JOLLOF RICE,157.0,8.4,Accra,,RICE MEALS,,chowdeck,1
Kiss Burger and Wraps Bar,TUNA LOAF,110.0,6.7,Accra,,MEAT LOAF,,chowdeck,1
Kiss Burger and Wraps Bar,UNIQUE LOAF,117.0,6.2,Accra,,MEAT LOAF,,chowdeck,1
Kiss Burger and Wraps Bar,HOT OVEN CHICKEN LOAF,104.0,7.1,Accra,,MEAT LOAF,,chowdeck,1
Kiss Burger and Wraps Bar,KISS FLAVOURED BEEF LOAF,110.0,6.9,Accra,,MEAT LOAF,,chowdeck,1
Kiss Burger and Wraps Bar,FIRE HOUSE CHILLY GOATLITO BURGER,169.0,8.7,Accra,,BURGERS,,chowdeck,1
Kiss Burger and Wraps Bar,CHILLY CRISPY FISH BURGER,149.0,7.8,Accra,,BURGERS,,chowdeck,1
Kiss Burger and Wraps Bar,KISSY CHEESE BURGER,142.0,7.0,Accra,,BURGERS,,chowdeck,1
Kiss Burger and Wraps Bar,BEEF BURGER,130.0,6.6,Accra,,BURGERS,,chowdeck,1
Kiss Burger and Wraps Bar,LOVY CHICKEN BURGER,124.0,7.4,Accra,,BURGERS,,chowdeck,1
Kiss Burger and Wraps Bar,KISS SPECIAL BURGER,169.0,8.4,Accra,,BURGERS,,chowdeck,1
Kiss Burger and Wraps Bar,WETTY BEEF SHAWARMA,126.0,7.3,Accra,,SHAWARMA,,chowdeck,1
Kiss Burger and Wraps Bar,HEARTY CHICKEN SHAWARMA,117.0,6.5,Accra,,SHAWARMA,,chowdeck,1
Kiss Burger and Wraps Bar,SUPER DUPA SHAWARMA,143.0,7.9,Accra,,SHAWARMA,,chowdeck,1
Kiss Burger and Wraps Bar,TUNA SANDWICH,117.0,6.8,Accra,,SANDWICHES & WRAPS,,chowdeck,1
Kiss Burger and Wraps Bar,SMOKY CHICKEN SANDWICH,113.0,7.0,Accra,,SANDWICHES & WRAPS,,chowdeck,1
Kiss Burger and Wraps Bar,GOAT WRAP,145.0,7.7,Accra,,WRAPS,,chowdeck,1
Kiss Burger and Wraps Bar,SOFT BEEF WRAP,134.0,6.9,Accra,,WRAPS,,chowdeck,1
Kiss Burger and Wraps Bar,CHICKEN WRAP,117.0,7.2,Accra,,WRAPS,,chowdeck,1
Cherry’s Mini Pizza,Assorted boss 2 ,120.0,7.1,Accra,,Cherry’s assorted fried rice,,chowdeck,1
Cherry’s Mini Pizza,Assorted boss 1,100.0,6.7,Accra,,Cherry’s assorted fried rice,,chowdeck,1
Cherry’s Mini Pizza,Assorted fried rice ,80.0,5.5,Accra,,Cherry’s assorted fried rice,,chowdeck,1
Cherry’s Mini Pizza,Beef and sausage fried rice ,60.0,6.0,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,chicken and sausage fried rice ,60.0,5.8,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,beef and gizzard fried rice ,65.0,6.3,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,chicken and gizzard fried ,60.0,6.2,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,Gizzard and sausage fried rice ,60.0,5.7,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,Beef fried rice ,60.0,6.1,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,Gizzard fried rice ,50.0,5.3,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,Chicken fried rice ,50.0,5.0,Accra,,Cherry’s rice,,chowdeck,1
Cherry’s Mini Pizza,4 season  mini pizza ,200.0,8.6,Accra,,Cherry’s special pizza,,chowdeck,1
Cherry’s Mini Pizza,3 season mini pizza ,170.0,8.2,Accra,,Cherry’s special pizza,,chowdeck,1
Cherry’s Mini Pizza,2 season mini pizza ,150.0,7.6,Accra,,Cherry’s special pizza,,chowdeck,1
Cherry’s Mini Pizza,Tuna pizza ,140.0,7.4,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,Tuna pizza ,75.0,6.5,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,pepperoni pizza ,150.0,8.3,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,beef pizza ,150.0,7.1,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,beef pizza ,80.0,6.2,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,chicken pizza ,150.0,7.0,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,chicken pizza ,80.0,6.1,Accra,,People’s Choice,,chowdeck,1
Cherry’s Mini Pizza,Egg pizza ,120.0,6.6,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,Egg pizza ,65.0,5.9,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,Magarita large ,100.0,7.2,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,Magarita pizza ,55.0,5.5,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,sausage pizza ,130.0,7.1,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,Sausage mini pizzas ,70.0,6.1,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,mix pizza large ,190.0,8.1,Accra,,Cherry’s choice of pizza,,chowdeck,1
Cherry’s Mini Pizza,mix pizza ,100.0,7.0,Accra,,Cherry’s choice of pizza,,chowdeck,1
JarToGo Smart-food Hub,Fresh plain yoghurt (low-sugar),30.0,6.9,Accra,,Main Items,,chowdeck,1
Cheezzy Pizza,Meat Lovers,99.0,8.6,Accra,,Pizza,,chowdeck,1
Cheezzy Pizza,Supreme,98.0,8.3,Accra,,Pizza,,chowdeck,1
Cheezzy Pizza,Margherita,97.0,7.5,Accra,,Pizza,,chowdeck,1
Cheezzy Pizza,Lemonade Juice,54.0,6.7,Accra,,Drinks,,chowdeck,1
HM Eatery,Banku with Light Soup and Fish,85.0,8.5,Accra,,Banku Dishes,,chowdeck,1
HM Eatery,Banku,10.0,5.1,Accra,,Extras,,chowdeck,1
HM Eatery,Beef,25.0,6.2,Accra,,Extras,,chowdeck,1
HM Eatery,Banku with Palmnut Soup and Fish,85.0,8.0,Accra,,Banku Dishes,,chowdeck,1
HM Eatery,Tuna,15.0,6.0,Accra,,Extras,,chowdeck,1
HM Eatery,Sausage,10.0,4.8,Accra,,Extras,,chowdeck,1
HM Eatery,Egg,10.0,4.6,Accra,,Extras,,chowdeck,1
HM Eatery,Banku with Okro Stew and Tuna,85.0,7.9,Accra,,Banku Dishes,,chowdeck,1
Munchy’s Ring Road,Slim Macho Shawarma,168.0,8.4,Accra,,Shawarmas,,chowdeck,1
Munchy’s Ring Road,Oreo Vanilla Milkshake,96.0,8.3,Accra,,Milkshakes,,chowdeck,1
Munchy’s Ring Road,Tuna Melt Sandwich,96.0,7.0,Accra,,Sandwiches,,chowdeck,1
Munchy’s Ring Road,Chicken Salad,96.0,7.1,Accra,,Salads,,chowdeck,1
Munchy’s Ring Road,Tropical Twist,54.0,7.5,Accra,,Smoothies,,chowdeck,1
Munchy’s Ring Road,Munchys Sunnyside,144.0,8.8,Accra,,Burgers,,chowdeck,1
Munchy’s Ring Road,Smooth Cruise Smoothie,54.0,7.3,Accra,,Smoothies,,chowdeck,1
Munchy’s Ring Road,Seasoned Pork Shawarma,96.0,6.9,Accra,,Shawarmas,,chowdeck,1
